ticker	cik
mpln	1793229
ottr	1466593
verx	1806837
fwrd	912728
lgnd	886163
mdp	65011
cva	225648
prmw	884713
hubg	940942
bmez	1785971
sgry	1638833
ava	104918
allo	1737287
sfix	1576942
ugp	1094972
fun	811532
lpsn	1102993
bipc	1788348
lila	1712184
iboc	315709
sji	91928
spxc	88205
itgr	1114483
mgee	1161728
door	893691
fcfs	840489
ptct	1070081
arcb	894405
brc	746598
ain	819793
hae	313143
indb	776901
utf	1275617
psfe	1833835
esrt	1541401
jjsf	785956
hmy	1023514
cvbf	354647
fss	277509
esba	1553079
aub	883948
www	110471
pvg	1508844
yelp	1345016
fult	700564
ailih	18654
fti	1681459
bcc	1328581
olk	1835539
enr	1632790
wor	108516
erj	1355444
aaww	1135185
scl	94049
ahco	1725255
mmyt	1495153
ccxi	1340652
wll	1255474
fibk	860413
gbdc	1476765
nuva	1142596
vsto	1616318
manu	1549107
cpg	1545851
usm	821130
irt	1466085
kymr	1815442
axnx	1603756
cent	887733
abr	1253986
jks	1481513
thnpy	1792045
gsat	1366868
mgln	19411
sats	1415404
alkt	1529274
aca	1739445
cstm	1563411
cvet	1752836
fbc	1033012
ken	1611005
cort	1088856
prva	1759655
nzf	1137887
ktos	1069258
hp	46765
wgo	107687
simo	1329394
med	910329
erf	1126874
api	1802883
auph	1600620
oas	1486159
plxs	785786
sabr	1597033
jeld	1674335
uctt	1275014
ccs	1576940
nhi	877860
vgr	59440
gms	1600438
zuo	1423774
momo	1610601
bsig	1748824
pipr	1230245
sanm	897723
vctr	1570827
etwo	1800347
eght	1023731
ebs	1367644
wsfs	828944
colb	887343
wafd	936528
cpe	928022
sho	1295810
mdrx	1124804
bke	885245
vrrm	1682745
gdv	1260729
dcbo	1829959
pax	1825570
bsm	1621434
lyel	1806952
myte	1831907
onem	1404123
pcrx	1396814
wish	1822250
epc	1096752
adv	1776661
ng	1173420
uilcy	1449580
domo	1505952
arry	1820721
crto	1576427
bur	1714174
regi	1463258
ggal	1114700
sage	1597553
csiq	1375877
stfc	874977
save	1498710
ptxky	1545057
evh	1628908
ptmn	1372807
fmbi	702325
vrts	883237
bcnay	1445168
cdna	1217234
mog-a	67887
cdxs	1200375
nus	1021561
ffbc	708955
twnk	1644406
cpk	19745
noah	1499543
nac	1074952
cdlx	1666071
mtx	891014
sasr	824410
rock	912562
anf	1018840
edit	1650664
omab	1378239
sbh	1368458
ety	1340736
vvnt	1713952
prta	1559053
napa	1835256
cxp	1252849
psmt	1041803
ntct	1078075
nxe	1698535
b	9984
ptve	1527508
bdn	790816
cgau	1854640
agio	1439222
wsbc	203596
om	1484612
rqi	1157842
dbc	1328237
frme	712534
nuv	812801
sapmy	1062750
mwa	1350593
pdm	1042776
irbt	1159167
tgtx	1001316
sblk	1386716
bcrx	882796
sava	1069530
impjy	1437538
aht	1232582
wre	104894
gcmg	1819796
ese	866706
prgs	876167
eqx	1756607
prk	805676
gdyn	1743725
md	893949
vtkly	913744
xncr	1326732
bcat	1809541
rily	1464790
aeva	1789029
npo	1164863
tr	98677
banf	760498
adx	2230
idcc	1405495
gsky	1712923
teo	932470
albky	902102
ravn	82166
roic	1407623
aat	1500217
acls	1113232
nvee	1532961
rlj	1511337
smci	1375365
crsr	1743759
odp	800240
fcpt	1650132
lev	1834974
nktr	906709
ths	1320695
rnst	715072
evt	1253327
or	1627272
mnr	67625
mgni	1595974
fbk	1649749
epay	1073349
huya	1728190
rvmd	1628171
comm	1517228
amrs	1365916
prch	1784535
tds	1051512
usna	896264
taro	906338
iosp	1054905
ue	1611547
kn	1587523
clov	1801170
scgey	1449267
vcra	1129260
htlf	920112
sjw	766829
wfrd	1603923
camt	1109138
dao	1781753
cake	887596
gkos	1192448
skt	899715
banr	946673
avav	1368622
mygn	899923
iba	1044896
atgsy	1437541
skyw	793733
xpel	1767258
hmhc	1580156
cmpr	1262976
clbk	1723596
maxr	1121142
cnr	883902
vrtv	1599489
pslv	1494728
gtn	43196
vbtx	1501570
laur	912766
pagp	1581990
ctre	1590717
bbby	886158
ping	1679826
gdot	1386278
pty	1190935
snbr	827187
bgs	1278027
crlbf	1832928
nuvb	1811063
praa	1185348
trmk	36146
spns	885740
hrmy	1802665
pubm	1422930
flws	1084869
gnw	1276520
hcat	1636422
utz	1739566
asz	1839191
modv	1220754
ftai	1590364
frg	1528930
gsbd	1572694
cbz	944148
eurn	1604481
stc	94344
cash	907471
jps	1176433
htgc	1280784
pdo	1798618
mfa	1055160
ari	1467760
patk	76605
argo	1091748
vrm	1580864
gogl	1029145
cswi	1624794
jack	807882
xper	1803696
meg	1643615
crk	23194
mnro	876427
nxrt	1620393
mgrc	752714
tptx	1595893
plmr	1761312
codi	1345126
kar	1395942
sbcf	730708
rvt	804116
oscr	1568651
gab	794685
rig	1451505
myrg	700923
gpre	1309402
sah	1043509
cubi	1488813
cdmo	704562
nstg	1401708
bvn	1013131
ctos	1709682
ntb	1653242
dvax	1029142
cnk	1385280
gwb	1613665
insd	1697587
dkl	1552797
utg	1263994
atds	1068689
mtor	1113256
amk	1591587
drh	1298946
atsg	894081
tse	1519061
evri	1318568
cccc	1662579
icfi	1362004
geni	1834489
forty	1045986
ty	99614
ati	1018963
bdj	1332283
ecpg	1084961
star	1095651
road	1718227
pi	1114995
egbn	1050441
msex	66004
band	1514416
btt	1528437
lnth	1521036
irwd	1446847
pfs	1178970
krys	1711279
lkfn	721994
fhtf	1764443
hope	1128361
xhr	1616000
enta	1177648
usa	799195
gva	861459
twou	1459417
rlgy	1398987
hep	1283140
hbm	1322422
calm	16160
gbt	1629137
dea	1622194
sbgi	912752
jag	1685715
oi	812074
srne	850261
cdev	1658566
foe	35214
pgre	1605607
akr	899629
adct	1771910
jbi	1839839
tslx	1508655
csgs	1005757
himx	1342338
morf	1679363
mgpi	835011
mtrn	1104657
tvtx	1438533
bpiry	1437441
vcel	887359
hni	48287
ssys	1517396
bgcp	1094831
shyf	743238
mei	65270
gcp	1644440
baly	1747079
pdi	1510599
extr	1078271
tdup	1484778
pmt	1464423
krg	1286043
vlrs	1520504
hut	1731805
alg	897077
kahc	1843212
cvii	1828248
mmi	1578732
wmk	105418
kfrc	930420
accd	1481646
nwbi	1471265
dsl	1566388
cron	1656472
hska	1038133
nmih	1547903
dm	1754820
infn	1138639
finv	1691445
acmr	1680062
lbrt	1694028
etg	1270523
cmp	1227654
osis	1039065
ysg	1819580
alec	1653087
tgh	1413159
ako-a	925261
avya	1418100
delky	1361371
ego	918608
mho	799292
ssdt	1673504
amcx	1514991
oxm	75288
wow	1701051
aspn	1145986
kro	1257640
tbbk	1295401
bnr	1792267
blnk	1429764
adldy	1641427
two	1465740
ceqp	1136352
ahl-pc	1267395
pro	1392972
btegf	1279495
igms	1496323
clne	1368265
fvti	1626745
cohu	21535
alex	1545654
step	1796022
msge	1795250
ptgx	1377121
sybt	835324
cyh	1108109
supn	1356576
vet	1293135
zeta	1851003
mlab	724004
lnn	836157
frta	1678463
int	789460
eat	703351
rtlr	1748773
mag	1230992
cffn	1490906
yumm	1073748
verv	1840574
blmn	1546417
cvi	1376139
nbtb	790359
sncy	1743907
wkme	1847584
play	1525769
dfin	1669811
amwl	1393584
imcr	1671927
elf	1600033
mfgp	1359711
dfh	1825088
niu	1744781
rckt	1281895
hmn	850141
myov	1679082
gpro	1500435
ns	1110805
nlst	1282631
esta	1688757
inbx	1739614
sumo	1643269
ssp	832428
bxmx	1298699
hees	1339605
evv	1222922
bbn	1493683
gic	945114
cli	924901
ino	1055726
rere	1838957
inbt	1657803
lzb	57131
cldx	744218
tree	1434621
can	1780652
pbf	1534504
atra	1604464
ipof	1818873
bma	1347426
big	768835
etv	1322436
gb	1799983
fpf	1567569
kos	1509991
gff	50725
sdig	1856028
iag	1203464
nfj	1260563
rpay	1720592
kra	1321646
ttmi	1116942
hyt	1222401
plby	1803914
ldi	1831631
tgp	1308106
cmre	1503584
pct	1830033
slqt	1794783
ges	912463
tgls	1534675
atge	730464
tnc	97134
imkta	50493
qtrx	1503274
fcf	712537
avns	1606498
ilpt	1717307
scwx	1468666
efsc	1025835
rwt	930236
gpor	874499
cde	215466
mbuu	1590976
cco	1334978
wabc	311094
sa	1231346
nfh	1737422
avid	896841
lwlg	1325964
ladr	1577670
posh	1825480
giii	821002
bv	1734713
trs	842633
ero	1853860
azul	1432364
mytay	1047564
dcom	846617
usac	1522727
aste	792987
dlx	27996
plus	1022408
amrn	897448
rdnt	790526
lrn	1157408
mtls	1091223
eb	1475115
nymt	1273685
aszp	1021917
real	1573221
dac	1369241
ccyc	1681769
kalu	811596
ypf	904851
chrs	1512762
gogo	1537054
svc	945394
enva	1529864
silk	1397702
idt	1005731
buse	314489
vnet	1508475
btz	1379384
gnl	1526113
bli	1689657
wrld	108385
slcjy	1523541
prlb	1443669
adus	1468328
ngm	1426332
mdgl	1157601
seer	1726445
bhlb	1108134
rgnx	1590877
sgh	1616533
cmps	1816590
avxl	1314052
gty	1052752
par	708821
mor	1340243
mntk	1826600
csr	798359
fro	913290
bpmp	1708301
bfly	1804176
nog	1104485
ichr	1652535
sens	1616543
htld	799233
ggpi	1847127
tell	61398
veco	103145
ocsl	1414932
bkgfy	1447137
mrtn	799167
pten	889900
sbsi	705432
repl	1737953
afya	1771007
nwn	1733998
schn	912603
crs	17843
bst	1616678
rdwr	1094366
stra	1013934
isee	1410939
thry	1556739
pta	1793882
cgnt	1824814
nbhc	1475841
hyfm	1695295
ssok	1559157
mbin	1629019
gbx	923120
cls	1030894
hcsg	731012
gden	1071255
nmfc	1496099
endp	1593034
bcyc	1761612
alx	3499
ttcf	1741231
arlp	1086600
aledy	1508668
glng	1207179
kros	1664710
azz	8947
atri	701288
axsm	1579428
cxw	1070985
loma	1711375
scs	1050825
alxo	1810182
cnob	712771
schl	866729
orgo	1661181
agm	845877
rnp	1224450
blfs	834365
aosl	1387467
bif	102426
qure	1590560
uuuu	1385849
nrix	1549595
dnn	1063259
smwb	1842731
shen	354963
hibb	1017480
jwsm	1831359
acb	1683541
epac	6955
asix	1673985
plce	1041859
flng	1772253
fbnc	811589
grbk	1373670
qqqx	1608741
sxi	310354
faro	917491
rgr	95029
hpk	1792849
cmco	1005229
ocgn	1372299
hims	1773751
mcri	907242
tcbk	356171
avo	1802974
nmz	1266585
ltc	887905
radi	1810739
ofg	1030469
spnt	1576018
prtc	1782999
ocfc	1004702
pra	1127703
itos	1808865
silv	1659520
gel	1022321
din	49754
acel	1698991
chco	726854
nndm	1643303
imgn	855654
aac	1829432
erii	1421517
yext	1614178
pgti	1354327
uis	746838
brkl	1049782
prim	1361538
sand	1434614
nrk	1195739
imos	1123134
plya	1692412
pbi	78814
eos	1308335
brmk	1784797
sgmo	1001233
aten	1580808
cenx	949157
oflx	1317945
sdc	1775625
mnrl	1745797
avah	1832332
arch	1037676
audc	1086434
yduqy	1519821
hzo	1057060
zumz	1318008
cers	1020214
dnmr	1779020
chef	1517175
itpof	880224
stba	719220
fdp	1047340
mqy	890196
tvty	704415
arko	1823794
eh	1759783
clvly	1290877
lung	1127537
ltch	1826000
ww	105319
srce	34782
ptnr	1096691
btrs	1774155
jmia	1756708
tmp	1005817
etw	1322435
clmt	1340122
taqr	1656053
chy	1222719
inva	1080014
dk	1694426
saft	1172052
bfs	907254
sndl	1766600
rxdx	1718852
mnkd	899460
air	1750
fgen	921299
hsc	45876
kref	1631596
cnxn	1050377
opi	1456772
cars	1683606
dawn	1845337
hkib	1769731
smp	93389
hyln	1759631
uvv	102037
jynt	1612630
gevo	1392380
ffwm	1413837
aroc	1389050
goco	1808220
alvr	1754068
ande	821026
grc	42682
cts	26058
bkuh	1440153
oprx	1448431
vrex	1681622
matw	63296
mvis	65770
snex	913760
aiv	922864
bitf	1812477
gol	1291733
usph	885978
bzun	1625414
itcb	1276671
pdfs	1120914
hcc	1691303
ruby	1709401
eig	1379041
tfan	1700849
rc	1527590
pfc	946647
oust	1816581
kids	1425450
xene	1582313
swbi	1092796
cbd	1038572
bngo	1411690
tgsgy	1437731
hlit	851310
sii	1512920
clm	814083
bkd	1332349
hqh	805267
umh	752642
innv	1834376
forr	1023313
poly	914025
gam	40417
arce	1740594
atec	1350653
tgi	1021162
atex	1304492
ecol	1783400
sfl	1289877
prpb	1812667
cndt	1677703
krny	1617242
hera	1842912
trssf	1778129
oii	73756
chi	1171471
lasr	1124796
rbcaa	921557
mgic	876779
oec	1609804
clb	1000229
apog	6845
trmr	1849396
mgnx	1125345
awf	906013
biogy	1572957
hmst	1518715
igr	1268884
cpuh	1828608
jout	788329
tls	320121
chct	1631569
mov	72573
amwd	794619
ipsc	1850119
pcvx	1649094
vldr	1745317
scu	1403256
arct	1768224
gshn	1639327
cet	18748
cstl	1447362
agys	78749
nxgn	708818
gabc	714395
abit	1095146
omp	1652133
amtb	1734342
hurn	1289848
yala	1794350
rpt	842183
altm	1692787
kamn	54381
crnx	1658247
geo	923796
aod	1379400
amsf	1018979
ccrn	1141103
crhc	1818212
arco	1508478
orla	1680056
btu	1064728
nrc	70487
gsm	1639877
nexa	1713930
revg	1687221
ngd	800166
pfbc	1492165
skil	1774675
fnma	310522
axl	1062231
root	1788882
ceva	1173489
apsg	1820872
myi	883412
by	1702750
fax	790500
karo	1828102
iesc	1048268
gsg	1332174
ocft	1780531
nnox	1795251
nhc	1047335
evop	1704596
mrus	1651311
dbi	1319947
gmre	1533615
kyn	1293613
azre	1633438
banc	1169770
brog	1774983
tsc	1380846
apr	1735803
adtn	926282
modn	1118417
mcrb	1609809
jrvr	1620459
bcsf	1655050
ango	1275187
tigr	1756699
pmvp	1699382
obnk	1516912
imax	921582
rvnc	1479290
thq	1604522
atlc	1464343
zeal	1674988
for	1406587
resi	1555039
gnog	1768012
gbio	1733294
cai	1388430
gldd	1372020
eim	1176984
aus	1838207
jpc	1216583
bmdpf	1002788
lmat	1158895
hrtx	818033
grwg	1604868
ffc	1174164
rapt	1673772
love	1701758
bwmx	1788257
dht	1331284
cown	1466538
inn	1497645
ebix	814549
ra	1655099
jbss	880117
pll	1728205
slp	1023459
gco	18498
cioxy	1483379
hci	1400810
pae	1720821
holi	1357450
vxrt	72444
trtx	1630472
wash	737468
ha	1172222
ayrwf	1847462
wina	908315
csv	1016281
invz	1835654
amph	1297184
ccf	830524
dsgn	1807120
cii	1278895
zyme	1403752
dnow	1599617
aio	1778114
kura	1422143
caap	1717393
tbi	768899
max	1818383
zy	1645842
pam	1469395
wetf	880631
cogny	1584943
view	1811856
agro	1499505
uec	1334933
stok	1623526
srrk	1727196
tmci	1630627
plow	1287213
pml	1170299
vmo	884152
lbai	846901
cal	14707
cplg	1707178
sph	1005210
swm	1000623
doyu	1762417
ryi	1481582
gof	1380936
nesr	1698514
vnda	1347178
bmtc	802681
rfp	1393066
dly	1788399
denn	852772
clfd	796505
opra	1737450
xent	1271214
ghld	1821160
nie	1383441
anab	1370053
bhk	1160864
mtl	1302362
ciso	1777319
jqc	1227476
vtol	1525221
mhd	1034665
plym	1515816
ac	1642122
knte	1797768
res	742278
rptx	1808158
sptn	877422
vvi	884219
rmax	1581091
nfbk	1493225
afin	1568162
tcx	909494
vivo	794172
ten	1024725
wnc	879526
cepu	1717161
ewtx	1710072
amr	1704715
lion	1845991
lgv	1832300
htd	1260041
ainv	1278752
qcrh	906465
osw	1758488
nssc	69633
hbnc	706129
brbr	1772016
bcab	1826892
lgsxy	1447221
bomn	1494582
apgb	1838337
krp	1657788
pntm	1830392
wksp	1096275
bhe	863436
hfwa	1046025
ngms	1821349
tile	715787
gts	1171662
ahh	1569187
ntst	1798100
pump	1680247
rna	1599901
hsii	1066605
veri	1615165
mx	1325702
pdt	855886
arqt	1787306
vray	1597313
ihc	701869
wiw	1267902
ride	1759546
clar	913277
nmco	1774342
good	1234006
gsl	1430725
notv	720154
uan	1425292
goss	1728117
uxin	1729173
qnst	1117297
paya	1819881
plab	810136
peri	1338940
fbms	947559
fph	1574197
bcx	1506289
abtx	1642081
iiin	764401
fnko	1704711
parr	821483
wlkp	1604665
ntgr	1122904
talo	1724965
pgen	1356090
stng	1483934
afmd	1608390
uvsp	102212
omic	1850906
alpc	1616736
slrc	1418076
npacy	1450276
maxn	1796898
rbbn	1708055
gth	1782594
csii	1180145
este	10254
gato	1517006
oxlc	1495222
ghg	1724755
phk	1219360
hfro	1710680
pahc	1069899
fnch	1733257
aan	1821393
splp	1452857
scsc	918965
agc	1823340
emd	1227862
knsa	1730430
fmcb	1085913
mcb	1476034
nptn	1227025
acco	712034
alp-pq	3153
stro	1382101
land	1495240
bto	925683
ctrn	1318484
cgem	1789972
bcor	1068875
mdxg	1376339
np	1296435
mgtx	1735438
hone	1769617
ubp	1029800
bw	1630805
hcci	1403431
rdus	1428522
asle	1754170
tup	1008654
nex	1688476
exk	1277866
lx	1708259
tcpc	1370755
glp	1323468
vbiv	764195
eoi	1300391
iim	885601
hnst	1530979
ldp	1548717
sndx	1395937
ntus	878526
onew	1772921
drd	1023512
nkx	1195738
uht	798783
novn	1467154
meso	1345099
trvg	1683825
rrd	29669
cpf	701347
gsbc	854560
msc	1713334
ta	1378453
lqdt	1235468
le	799288
ffntf	1783875
fmbh	700565
svfa	1828478
lpi	1528129
acrs	1557746
ceix	1710366
leu	1065059
imvt	1764013
boe	1320375
vkq	877463
capl	1538849
mitk	807863
ctbi	350852
titn	1409171
cgbd	1544206
sols	1519177
spwh	1132105
vhi	59255
amswa	713425
ccd	1602584
vgm	880892
boac	1818089
ymab	1722964
ecom	1169652
nwli	1635984
akro	1744659
avan	1819608
tclry	1080259
strl	874238
cydy	1175680
ontf	1110611
nwbo	1072379
vera	1831828
dgii	854775
hstm	1095565
glt	41719
hiii	1823034
btwn	1815086
ffic	923139
skyt	1819974
ble	1176194
gci	1579684
sln	1479615
dyn	1818794
dmrc	1438231
efc	1411342
crzo	1040593
pcn	1160990
idex	837852
cio	1593222
tpb	1290677
idya	1676725
cprx	1369568
fmcc	1026214
fmtx	1538927
ftci	1828161
cfb	1458412
slca	1524741
rbac	1815184
lbc	1475348
wkhs	1425287
gim	828803
nx	1423221
cvgw	1133470
cmbm	1738177
fpac	1829426
imtx	1809196
svm	1340677
kdny	1435049
msda	1846996
tshmy	1503526
ontx	1130598
gprk	1464591
goac	1816176
pbfx	1582568
bvs	1665988
hwkn	46250
merc	1333274
bbdc	1379785
amrk	1591588
mye	69488
scoa	1828985
igap	1506983
wetg	1784970
chs	897429
lind	1512499
ntp	829365
ncbs	1174850
lgac	1836337
nid	1557915
slam	1838162
pfn	1296250
arr	1428205
iqi	885125
vsec	102752
prdo	1046568
abml	1576873
mcf	1071993
bjri	1013488
ivr	1437071
acre	1529377
mcbs	1747068
curo	1711291
vrs	1421182
ambc	874501
etj	1395325
hafc	1109242
prpl	1643953
ospn	1044777
fanh	1413855
cmlt	1843762
dtrc	1182737
vvr	1059386
myd	879361
spaq	1838527
cac	750686
poww	1015383
ingn	1294133
cbtx	1473844
seznl	1662991
boom	34067
vslax	853180
blue	1293971
bit	1562818
ccvi	1828250
pzn	1399249
gpmt	1703644
sboey	1578955
stg	1723935
newt	1587987
vuzi	1463972
rad	84129
pcok	1452936
vwe	1834045
osur	1116463
gsev	1828096
drq	1042893
vitl	1579733
prax	1689548
yell	716006
olp	712770
crai	1053706
uslm	82020
wpcb	1836074
cry	784199
clw	1441236
ctlp	896429
prld	1678660
avir	1593899
gbl	1060349
bvh	315858
bxc	1301787
vcv	895531
smpr	773717
rnlx	1811115
bfk	1137393
cmtl	23197
dhc	1075415
trns	99302
insg	1022652
hngr	722723
kzr	1645666
sify	1094324
sohu	1734107
kelya	55135
kron	1741830
lxrx	1062822
mtw	61986
nbr	1163739
apts	1481832
cara	1346830
htbk	1053352
kvsc	1846068
quot	1115128
ruprf	1010000
muc	1051004
tpc	77543
tmst	1598428
tpic	1455684
mass	1555279
bry	1705873
hy	1173514
crmt	799850
grts	1656634
mmx	1773250
smlr	1554859
fsm	1341335
zgnx	1375151
gnk	1326200
adap	1621227
hzon	1821788
blx	890541
agen	1098972
swir	1111863
treb	1805833
sva	1084201
conn	1223389
nxj	1087786
amti	1801777
kop	1315257
bgy	1393299
mbi	814585
fviv	1828183
hbia	732417
ulnv	1605810
dbd	28823
evc	1109116
vygg	1822877
sibn	1459839
zuus	1687926
xl	1772720
stkl	351834
arlo	1736946
trst	357301
pgc	1050743
blde	1779128
dske	1642453
sp	1059262
fc	886206
nbb	1478888
egrx	827871
diax	1608742
renn	1509223
utl	755001
raas	1804583
annx	1528115
fosl	883569
opy	791963
amrx	1723128
siga	1010086
cutr	1162461
lgo	1400438
cfiv	1825249
hesm	1789832
agx	100591
coll	1267565
iclk	1697818
avk	1219120
fsp	1031316
catc	711772
yorw	108985
dmlp	1172358
hckt	1057379
ccv	1812234
mvf	835948
srg	1628063
bzh	915840
ghy	1554697
fdmt	1650648
dhil	909108
stk	1471420
fpvd	1518720
prty	1592058
bgb	1546429
mua	901243
mit	1826058
sbr	710752
rm	1519401
tgs	931427
fsnb	1840225
srdx	924717
blw	1233681
atni	879585
rev	887921
leap	1818346
ogi	1620737
acqr	1837393
tmdx	1756262
bbar	913059
desp	1703141
pebo	318300
biox	1769484
legh	1436208
clsk	827876
grpn	1490281
ikna	1835579
naut	1808805
cnsl	1304421
oprt	1538716
cpac	1221029
iiiv	1728688
ofix	884624
veru	863894
enob	1527728
vinp	1826286
ormp	1176309
wttr	1693256
nmm	1415921
thw	1635977
hps	1215913
seah	1820852
prts	1378950
psnl	1527753
ifn	917100
sri	1043337
chw	1396277
tdf	919893
hov	357294
rmgc	1838108
ipod	1818876
lmaca	1831992
hix	1058239
upld	1505155
trmd	1655891
thff	714562
tcs	1411688
mui	1232860
ggn	1313510
agcb	1830232
mmd	1518557
eft	1288992
tgb	878518
algs	1799448
cass	708781
ruth	1324272
pntg	1766400
jfr	1276533
wdh	1823986
nrgx	1756908
petq	1668673
bme	1314966
dmtk	1651944
amot	46129
cldt	1476045
loop	1504678
nqp	870780
dsp	1828791
imxi	1683695
ehth	1333493
npk	80172
fcbc	859070
chuy	1524931
thr	1489096
cyt	1662244
bfst	1624322
indt	1037390
icpt	1270073
vapo	1253176
rick	935419
igd	1285890
acbi	1461755
cswc	17313
mmu	886043
mrc	1439095
tspq	1838219
jpi	1547994
tals	1827506
aerg	879911
vaqc	1842386
btai	1720893
rgp	1084765
rmni	1635282
amtx	738214
anik	898437
revh	1841389
myn	882150
phat	1783183
gmii	1819395
pets	1040130
elek	1518487
atom	1420520
scvl	895447
crf	33934
irmd	1325618
ipi	1421461
frph	844059
gain	1321741
rngtf	1431852
grvy	1313310
tpvg	1580345
xpdi	1839341
blbd	1589526
efr	1258623
mfl	1045126
tbph	1583107
itrn	1337117
oily	1367408
mcs	62234
tars	1819790
hvt	216085
rbnc	1606440
cir	1091883
rex	744187
atrs	1016169
lxfr	1096056
prpc	1821329
evn	1074540
hpi	1176199
bfc	1746109
mbwm	1042729
gthx	1560241
cmrx	1117480
dsu	1051003
vff	1584549
haac	1824013
safly	1538028
plse	1625101
metc	1687187
vki	908993
qiwi	1561566
arow	717538
mgi	1273931
rmr	1644378
krus	1772177
ead	1210123
hmpt	1830197
troo	1412095
dba	1383082
mod	67347
bbsi	902791
dpg	1515671
mca	888410
ytpg	1840859
dspg	915778
zev	1802749
msbi	1466026
awp	1390195
yin	1661125
dfp	1559991
ke	1606757
dxpe	1020710
bgfv	1156388
amal	1823608
sptk	1836259
pyr	1743344
ccap	1633336
pv	1818787
epix	1633932
ufcs	101199
isd	1534880
leo	818972
ccb	1437958
anip	1023024
avdl	1012477
dtil	1357874
wsbf	1569994
kpti	1503802
ocul	1393434
nktx	1787400
grcl	1826492
mcft	1638290
rmo	1757932
ncv	1214935
tbcp	1815753
fsd	1494530
em	1834253
alrs	903419
iva	1756594
dx	826675
eose	1805077
asts	1780312
lwel	1567098
wtba	1166928
motv	1827821
knop	1564180
mbac	1839175
ufpt	914156
phar	1828316
ctaq	1823634
btbt	1710350
fsbc	1275168
nvgs	1581804
fmac	1822219
gdlc	1729997
nxdt	1356115
plrx	1746473
eqd	1818221
tcva	1845580
hayn	858655
snrh	1823854
oric	1796280
bui	1528988
dcrn	1836154
finm	1823855
ohpa	1836129
dco	30305
pflt	1504619
lpg	1596993
sxc	1514705
hhla	1824185
iiac	1825042
agac	1833909
djco	783412
egle	1322439
apph	1807707
itmr	1613170
atha	1620463
ephy	1827248
wldn	1370450
ulh	1308208
pdot	1841845
dcph	1654151
tsha	1806310
dgnu	1827076
bysi	1677940
htbi	1538263
pacx	1829797
ueic	101984
fmnb	709337
pko	1412350
hlg	1596964
ebf	33002
flic	740663
cnvy	1787640
smmt	1599298
eglx	1854233
inve	1036044
hbt	775215
akya	1711933
mofg	1412665
impx	1820191
vec	1601548
vgii	1841761
ibcp	39311
wti	1288403
pmo	900422
rmt	912147
cool	1829953
fcax	1823733
fisi	862831
tlga	1827871
phvs	1830487
nstb	1834518
aaqc	1838883
ngca	1843388
ecc	1604174
orc	1518621
co	1467808
cyd	932695
hio	910068
oepw	1824677
gern	886744
dibs	1600641
zixi	855612
trc	96869
hql	884121
sol	1417892
bwb	1341317
smbc	916907
mitt	1514281
rbb	1499422
fra	1259708
nakd	1707919
kopn	771266
mvbf	1277902
stxb	1499453
fcuv	1590418
eto	1281926
ktf	839533
fulc	1680581
newp	1369085
aeri	1337553
ebtc	1018399
ezoo	1752372
gbab	1495825
altg	1759824
tpgy	1819399
uve	891166
kodk	31235
acam	1846125
evlo	1694665
txcb	1006840
mrsn	1442836
ndls	1275158
blu	1259942
vpg	1487952
prqr	1612940
dtst	1419951
eqbk	1227500
muj	1053988
naac	1830063
bbcp	1703956
rada	761238
apyx	719135
cresy	1034957
snii	1838359
albo	1322505
loco	1606366
cstr	1676479
bfz	1137391
pnnt	1383414
sbnc	703904
cang	1725123
sfst	1090009
gig	1836981
gtx	1735707
calt	1795579
bmrc	1403475
vstm	1526119
lhc	1824153
hlx	866829
caf	1368493
dlth	1649744
etb	1308927
dxlg	813298
omn	1090061
mux	314203
rigl	1034842
eypt	1314102
hpf	1189740
autl	1730463
tlys	1524025
spfi	1163668
kvsa	1841873
mhn	1038186
irs	933267
rytm	1649904
higa	1823776
omer	1285819
edn	1395213
gnty	1058867
ellky	1437194
mnmd	1813814
ccbg	726601
nan	1074769
cris	1108205
fdus	1513363
zyxi	846475
spne	1637761
ll	1396033
ccne	736772
fhld	1386044
rdvt	1720116
ppt	827773
soly	1548187
sdhy	1812923
ztr	836412
aldx	1341235
btaq	1815526
avd	5981
vist	1762506
vacc	1828185
bh	1726173
trin	1786108
abst	1071058
prvb	1695357
cvm	725363
miy	890393
ooma	1327688
laws	703604
enpc	1816261
rfi	891290
stxs	1289340
cpsi	1169445
akba	1517022
aray	1138723
ndac	1837067
krt	1758021
mirm	1759425
fgpr	922358
gut	1080720
klr	1719489
pstx	1661460
afb	1162027
pcpc	1824993
dmyq	1836833
giix	1841080
ppgh	1826333
gss	903571
ctmx	1501989
gmbt	1836190
yac	1815302
glbl	1838615
ennv	1832351
vor	1817229
atmr	1836176
wuyi	1687065
bhb	743367
inbk	1562463
zepp	1720446
pmm	844790
gsqd	1837207
tipt	1393726
jri	1539337
tig	1801754
frxb	1840161
fhtx	1822462
hcic	1829455
tdw	98222
twi	899751
ffa	1291334
sanb	1856689
pds	1013605
slcr	1826553
ross	1841610
casa	1333835
eskyf	1010559
hear	1493761
scob	1838431
gfx	1823896
hmbl	1119190
spro	1701108
ptoc	1838238
coli	1829615
scle	1838697
wald	1840199
tioa	1846163
jcic	1822312
acah	1836274
acii	1838614
cbah	1828723
spgs	1839127
twni	1835881
rxra	1840463
slac	1834755
macc	1840148
fact	1838987
prth	1653558
untc	798949
